name,doc_type,date,zip_code,county,full_address,source_id,geometry,doc_url
HAVILAND PRODUCTS COMPANY,SAR,2021-08-18,48001.0,KALAMAZOO,"2722 NORTH BURDICK STREET, KALAMAZOO, MI",P1029,"[-85.5831575, 42.318596]",https://www.egle.state.mi.us/aps/downloads/srn/P1029/P1029_SAR_20210818.pdf
MI GRAVEL DBA TCA MANAGEMENT LLC,SAR,2019-08-05,48001.0,TUSCOLA,"10222 SHERIDAN ROAD, MILLINGTON, MI",P0998,"[-83.482202, 43.2317725]",https://www.egle.state.mi.us/aps/downloads/srn/P0998/P0998_SAR_20190805.pdf
EXOTIC RUBBER & PLASTICS,SAR,2021-06-11,48001.0,OAKLAND,"53500 GRAND RIVER AVENUE, NEW HUDSON, MI",P1091,"[-83.5813934, 42.5048647]",https://www.egle.state.mi.us/aps/downloads/srn/P1091/P1091_SAR_20210611.pdf
"MAYZIE, INC. DBA PET PASSAGES",RVN,2021-08-17,48001.0,OAKLAND,"4577 LAPEER ROAD, ORION TWP, MI",P1112,"[-83.2413538, 42.7152162]",https://www.egle.state.mi.us/aps/downloads/srn/P1112/P1112_RVN_20210817.pdf
"MAYZIE, INC. DBA PET PASSAGES",SAR,2021-07-29,48001.0,OAKLAND,"4577 LAPEER ROAD, ORION TWP, MI",P1112,"[-83.2413538, 42.7152162]",https://www.egle.state.mi.us/aps/downloads/srn/P1112/P1112_SAR_20210729.pdf
"MAYZIE, INC. DBA PET PASSAGES",VN,2021-08-10,48001.0,OAKLAND,"4577 LAPEER ROAD, ORION TWP, MI",P1112,"[-83.2413538, 42.7152162]",https://www.egle.state.mi.us/aps/downloads/srn/P1112/P1112_VN_20210810.pdf
"QUALITY ROASTING, LLC",RVN,2021-07-21,48001.0,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_RVN_20210721.pdf
"QUALITY ROASTING, LLC",SAR,2021-04-14,48001.0,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_SAR_20210414.pdf
"QUALITY ROASTING, LLC",TEST,2021-04-14,48001.0,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_TEST_20210414.pdf
"QUALITY ROASTING, LLC",VN,2021-04-29,48001.0,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_VN_20210429.pdf
"QUALITY ROASTING, LLC",VN,2021-07-20,48001.0,TUSCOLA,"135 S. BRADLEYVILLE ROAD, REESE, MI",P1000,"[-83.62141240000001, 43.4917903]",https://www.egle.state.mi.us/aps/downloads/srn/P1000/P1000_VN_20210720.pdf
"GROUND EFFECTS, LLC",FCE,2020-09-01,48001.0,MACOMB,"1990 CONCEPT DRIVE, WARREN, MI",P1019,"[-83.08143450000001, 42.4797386]",https://www.egle.state.mi.us/aps/downloads/srn/P1019/P1019_FCE_20200901.pdf
"GROUND EFFECTS, LLC",SAR,2020-08-27,48001.0,MACOMB,"1990 CONCEPT DRIVE, WARREN, MI",P1019,"[-83.08143450000001, 42.4797386]",https://www.egle.state.mi.us/aps/downloads/srn/P1019/P1019_SAR_20200827.pdf
ARMADA RUBBER MANUFACTURING CO,SAR,2021-11-05,48005.0,MACOMB,"24586 ARMADA RIDGE RD, ARMADA, MI",N5696,"[-82.8683528, 42.84543730000001]",https://www.egle.state.mi.us/aps/downloads/srn/N5696/N5696_SAR_20211105.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,FCE,2020-09-28,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_FCE_20200928.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,RVN,2019-10-03,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_RVN_20191003.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,RVN,2020-08-31,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_RVN_20200831.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,SAR,2020-01-30,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_SAR_20200130.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2013-09-24,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20130924.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2014-03-25,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20140325.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2014-07-09,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20140709.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2014-09-23,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20140923.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2014-12-09,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20141209.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2015-07-23,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20150723.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2015-08-11,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20150811.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2016-07-12,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20160712.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2017-04-26,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20170426.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2017-07-17,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20170717.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2018-07-17,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20180717.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2019-06-11,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20190611.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2019-12-10,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20191210.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2020-01-14,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20200114.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2020-06-16,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20200616.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2020-07-21,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20200721.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2021-06-15,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20210615.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,TEST,2021-07-13,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_TEST_20210713.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,VN,2019-09-19,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_VN_20190919.pdf
CONSUMERS ENERGY - RAY COMPRESSOR STATION,VN,2020-08-10,48005.0,MACOMB,"69333  OMO RD., ARMADA, MI",B6636,"[-82.86568450000001, 42.8107738]",https://www.egle.state.mi.us/aps/downloads/srn/B6636/B6636_VN_20200810.pdf
HILCO TECHNOLOGIES,FCE,2017-12-19,48005.0,MACOMB,"15211 LAETHEM DRIVE, ARMADA, MI",N7047,"[-82.9788531, 42.8139571]",https://www.egle.state.mi.us/aps/downloads/srn/N7047/N7047_FCE_20171219.pdf
HILCO TECHNOLOGIES,FCE,2021-11-24,48005.0,MACOMB,"15211 LAETHEM DRIVE, ARMADA, MI",N7047,"[-82.9788531, 42.8139571]",https://www.egle.state.mi.us/aps/downloads/srn/N7047/N7047_FCE_20211124.pdf
HILCO TECHNOLOGIES,SAR,2017-11-30,48005.0,MACOMB,"15211 LAETHEM DRIVE, ARMADA, MI",N7047,"[-82.9788531, 42.8139571]",https://www.egle.state.mi.us/aps/downloads/srn/N7047/N7047_SAR_20171130.pdf
HILCO TECHNOLOGIES,SAR,2021-11-19,48005.0,MACOMB,"15211 LAETHEM DRIVE, ARMADA, MI",N7047,"[-82.9788531, 42.8139571]",https://www.egle.state.mi.us/aps/downloads/srn/N7047/N7047_SAR_20211119.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,FCE,2015-09-28,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_FCE_20150928.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,FCE,2019-09-19,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_FCE_20190919.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,FCE,2021-09-29,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_FCE_20210929.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,SAR,2015-08-07,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_SAR_20150807.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,SAR,2019-08-27,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_SAR_20190827.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,SAR,2021-08-26,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_SAR_20210826.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,TEST,2016-06-02,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_TEST_20160602.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,TEST,2017-10-16,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_TEST_20171016.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,TEST,2017-10-20,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_TEST_20171020.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,TEST,2018-01-11,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_TEST_20180111.pdf
DTE ELECTRIC COMPANY - GREENWOOD ENERGY CENTER,TEST,2019-07-09,48006.0,SAINT CLAIR,"7000  KILGORE ROAD, AVOCA, MI",B6145,"[-82.6986921, 43.1067683]",https://www.egle.state.mi.us/aps/downloads/srn/B6145/B6145_TEST_20190709.pdf
RGE AGGREGATES,SAR,2016-04-14,48006.0,SAINT CLAIR,"8870 BRYCE RD, AVOCA, MI",N7711,"[-82.6870964, 43.0188032]",https://www.egle.state.mi.us/aps/downloads/srn/N7711/N7711_SAR_20160414.pdf
"DETROIT WATER & SEWERAGE, ADAMS ROAD STATION",SAR,2017-11-27,48304.0,OAKLAND,"6201 ADAMS ROAD, BLOOMFELD HLS, MI",N6621,"[-83.2086633, 42.6086798]",https://www.egle.state.mi.us/aps/downloads/srn/N6621/N6621_SAR_20171127.pdf
ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,FCE,2014-04-03,48014.0,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI",B6481,"[-82.9483376, 43.0380328]",https://www.egle.state.mi.us/aps/downloads/srn/B6481/B6481_FCE_20140403.pdf
ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,FCE,2016-08-25,48014.0,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI",B6481,"[-82.9483376, 43.0380328]",https://www.egle.state.mi.us/aps/downloads/srn/B6481/B6481_FCE_20160825.pdf
ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,FCE,2018-08-28,48014.0,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI",B6481,"[-82.9483376, 43.0380328]",https://www.egle.state.mi.us/aps/downloads/srn/B6481/B6481_FCE_20180828.pdf
ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,FCE,2019-12-06,48014.0,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI",B6481,"[-82.9483376, 43.0380328]",https://www.egle.state.mi.us/aps/downloads/srn/B6481/B6481_FCE_20191206.pdf
ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,SAR,2014-04-03,48014.0,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI",B6481,"[-82.9483376, 43.0380328]",https://www.egle.state.mi.us/aps/downloads/srn/B6481/B6481_SAR_20140403.pdf
ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,SAR,2016-08-25,48014.0,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI",B6481,"[-82.9483376, 43.0380328]",https://www.egle.state.mi.us/aps/downloads/srn/B6481/B6481_SAR_20160825.pdf
ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,SAR,2018-08-28,48014.0,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI",B6481,"[-82.9483376, 43.0380328]",https://www.egle.state.mi.us/aps/downloads/srn/B6481/B6481_SAR_20180828.pdf
ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,SAR,2019-11-06,48014.0,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI",B6481,"[-82.9483376, 43.0380328]",https://www.egle.state.mi.us/aps/downloads/srn/B6481/B6481_SAR_20191106.pdf
ANR PIPELINE COMPANY - CAPAC COMPRESSOR STATION,TEST,2015-09-15,48014.0,SAINT CLAIR,"4876  KETTLEHUT RD., CAPAC, MI",B6481,"[-82.9483376, 43.0380328]",https://www.egle.state.mi.us/aps/downloads/srn/B6481/B6481_TEST_20150915.pdf
ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,FCE,2014-05-14,48014.0,MACOMB,"36555  29 MILE RD., MUTTONVILLE, MI",B8337,"[-82.7454606, 42.7694054]",https://www.egle.state.mi.us/aps/downloads/srn/B8337/B8337_FCE_20140514.pdf
ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,FCE,2016-08-23,48014.0,MACOMB,"36555  29 MILE RD., MUTTONVILLE, MI",B8337,"[-82.7454606, 42.7694054]",https://www.egle.state.mi.us/aps/downloads/srn/B8337/B8337_FCE_20160823.pdf
ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,FCE,2017-11-22,48014.0,MACOMB,"36555  29 MILE RD., MUTTONVILLE, MI",B8337,"[-82.7454606, 42.7694054]",https://www.egle.state.mi.us/aps/downloads/srn/B8337/B8337_FCE_20171122.pdf
ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,FCE,2020-02-26,48014.0,MACOMB,"36555  29 MILE RD., MUTTONVILLE, MI",B8337,"[-82.7454606, 42.7694054]",https://www.egle.state.mi.us/aps/downloads/srn/B8337/B8337_FCE_20200226.pdf
ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,SAR,2014-04-23,48014.0,MACOMB,"36555  29 MILE RD., MUTTONVILLE, MI",B8337,"[-82.7454606, 42.7694054]",https://www.egle.state.mi.us/aps/downloads/srn/B8337/B8337_SAR_20140423.pdf
ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,SAR,2016-08-23,48014.0,MACOMB,"36555  29 MILE RD., MUTTONVILLE, MI",B8337,"[-82.7454606, 42.7694054]",https://www.egle.state.mi.us/aps/downloads/srn/B8337/B8337_SAR_20160823.pdf
ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,SAR,2020-02-06,48014.0,MACOMB,"36555  29 MILE RD., MUTTONVILLE, MI",B8337,"[-82.7454606, 42.7694054]",https://www.egle.state.mi.us/aps/downloads/srn/B8337/B8337_SAR_20200206.pdf
ANR PIPELINE CO.-MUTTONVILLE COMPRESSOR STATION,TEST,2015-03-04,48014.0,MACOMB,"36555  29 MILE RD., MUTTONVILLE, MI",B8337,"[-82.7454606, 42.7694054]",https://www.egle.state.mi.us/aps/downloads/srn/B8337/B8337_TEST_20150304.pdf
LAFATA ENTERPRISES INC.,FCE,2019-01-17,48315.0,MACOMB,"50905 HAYES RD., SHELBY TWP, MI",B7625,"[-82.9756093, 42.6695354]",https://www.egle.state.mi.us/aps/downloads/srn/U651808494/B7625_FCE_20190117.pdf
"ND INDUSTRIES,  INC.",FCE,2014-04-14,48017.0,OAKLAND,"1000 N. CROOKS ROAD, CLAWSON, MI",N6577,"[-83.1649838, 42.5411544]",https://www.egle.state.mi.us/aps/downloads/srn/N6577/N6577_FCE_20140414.pdf
"ND INDUSTRIES,  INC.",FCE,2016-04-25,48017.0,OAKLAND,"1000 N. CROOKS ROAD, CLAWSON, MI",N6577,"[-83.1649838, 42.5411544]",https://www.egle.state.mi.us/aps/downloads/srn/N6577/N6577_FCE_20160425.pdf
"ND INDUSTRIES,  INC.",FCE,2017-03-30,48017.0,OAKLAND,"1000 N. CROOKS ROAD, CLAWSON, MI",N6577,"[-83.1649838, 42.5411544]",https://www.egle.state.mi.us/aps/downloads/srn/N6577/N6577_FCE_20170330.pdf
"ND INDUSTRIES,  INC.",FCE,2018-09-13,48017.0,OAKLAND,"1000 N. CROOKS ROAD, CLAWSON, MI",N6577,"[-83.1649838, 42.5411544]",https://www.egle.state.mi.us/aps/downloads/srn/N6577/N6577_FCE_20180913.pdf
"ND INDUSTRIES,  INC.",RVN,2019-08-01,48017.0,OAKLAND,"1000 N. CROOKS ROAD, CLAWSON, MI",N6577,"[-83.1649838, 42.5411544]",https://www.egle.state.mi.us/aps/downloads/srn/N6577/N6577_RVN_20190801.pdf
"ND INDUSTRIES,  INC.",SAR,2014-04-02,48017.0,OAKLAND,"1000 N. CROOKS ROAD, CLAWSON, MI",N6577,"[-83.1649838, 42.5411544]",https://www.egle.state.mi.us/aps/downloads/srn/N6577/N6577_SAR_20140402.pdf
"ND INDUSTRIES,  INC.",SAR,2016-04-18,48017.0,OAKLAND,"1000 N. CROOKS ROAD, CLAWSON, MI",N6577,"[-83.1649838, 42.5411544]",https://www.egle.state.mi.us/aps/downloads/srn/N6577/N6577_SAR_20160418.pdf
"ND INDUSTRIES,  INC.",SAR,2018-07-19,48017.0,OAKLAND,"1000 N. CROOKS ROAD, CLAWSON, MI",N6577,"[-83.1649838, 42.5411544]",https://www.egle.state.mi.us/aps/downloads/srn/N6577/N6577_SAR_20180719.pdf
